symbol,first_close,last_close,total_log_return,close_min,close_max,price_range_ratio,logret_mean,logret_std,logret_abs_mean,logret_zero_frac,volume_sum,volume_nonzero_frac,volume_max
CI,103.74,284.96,1.0104610506180973,100.98,369.32,2.5866589550800074,3.544233779787743e-05,0.006035884133756165,0.0028196995850544547,0.3170817257102771,7051570222.0,0.999614170466503,5810014.0
TJX,34.3218,155.185,1.5088372327968356,31.85,159.19,3.7101783705982783,5.292308778655078e-05,0.005268316336423062,0.002497500224070055,0.32199228340933006,24258200504.0,0.9999298491757278,11337812.0
TEL,63.52,242.57,1.3399355115782494,50.835,249.78,3.132005667506297,4.699879030435113e-05,0.005265395677332609,0.002571766010650369,0.3212556997544721,6720233491.0,1.0,1722408.0
DPZ,94.72,405.105,1.4532211216282287,93.424,566.03,4.989505912162162,5.097232976595566e-05,0.00590621987862132,0.002897009471339043,0.31687127323746056,2857445591.0,0.9994037179936864,1959425.0
TMUS,27.47,218.83,2.0752006725590864,26.48,275.33,9.058973425555152,7.278851885499413e-05,0.005147757633942532,0.002570202168264398,0.32090494563311117,16545911789.0,0.9995440196422308,13675723.0
NWSA,15.72,23.455,0.40014990477936074,8.04,31.22,1.4745547073791347,1.403542282628089e-05,0.005842929105461192,0.0028763206115058853,0.34107330761136445,11853674875.0,1.0,5590739.0
INFY,7.9675,14.21,0.5785751747996549,6.73,26.225,2.4468151866959524,2.029376270761545e-05,0.005784974764851049,0.002434262811686474,0.35138547877937565,44542985069.0,1.0,38747704.0
FOX,36.71,49.53,0.29952934909140344,19.72,68.11,1.318169436120948,1.0506115366211312e-05,0.005817544142934588,0.0027969401237895888,0.33230445457734126,8602019588.0,0.999614170466503,8969218.0
HAS,55.0,99.215,0.5899560273047446,42.33,126.57,1.5316363636363635,2.0692950799857342e-05,0.006523937104346524,0.0029660444884578347,0.3222728867064188,5573259950.0,0.9998246229393195,4624075.0
MET,54.28,74.62,0.31825273282634337,22.91,88.67,1.2114959469417834,1.11628457673037e-05,0.006038597627051956,0.002846116418258931,0.32388635566467905,20022033241.0,1.0,9415575.0
